title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
Cruel Summer;2021;TV-14;1 Season;['Drama', 'Mystery', 'Thriller'];April 21, 2021;;From the executive producer, Jessica Biel, comes the chilling story of one girl, Kate Wallis, who goes missing. And another girl, Jeanette Turner, who mysteriously takes over her life. Told over 3 summers in the 90s, Cruel Summer will leave you torn between who to believe and what ‘the truth’ even looks like. Because the deeper you go in this mystery, the darker it gets. In this twisted tale, the truth is how you see it.
It's Not Too Late: Earth Day Special;2021;;Genres:;['News'];April 20, 2021;;A journey across the globe with ABC News Chief Meteorologist Ginger Zee focused on what the world can do this Earth Day to help slow the climate emergency – through a series of unique interviews and exclusive access, Ginger shows it never is too late to make a difference.
Memories of Murder;2003;TV-MA;131 min;['Crime', 'Drama', 'Horror'];April 20, 2021;;From director Bong Joon-ho (THE HOST) comes this tense psychological crime thriller based on the actual case of a serial killer.
More in Common;2020;TV-G;1 Season;['News'];April 20, 2021;;Inspiring stories of Americans who come together despite their differences.
Sasquatch;2021;1 Season;Genres:;['Documentaries'];April 20, 2021;;SASQUATCH is a true crime doc series following investigative journalist David Holthouse as he attempts to solve a bizarre twenty-five year old triple homicide that was said to be the work of a mythical creature.
Confronting a Serial Killer;2021;TV-MA;1 Season;['Crime', 'Documentaries'];April 18, 2021;;The astonishing story of the unprecedented relationship between acclaimed author and journalist Jillian Lauren and the most prolific serial killer in American history, Sam Little.
Modern Persuasion;2020;87 min;Genres:;['Romance'];April 17, 2021;;A single woman focused on her career in New York is forced to deal with the aftermath of a failed relationship when an ex-boyfriend hires her company.
Sister of the Groom;2020;R;92 min;['Comedy', 'Drama', 'Romance'];April 17, 2021;;Alicia Silverstone (Clueless) and Tom Everett Scott (That Thing You Do) star in a destination wedding weekend gone off the rails.
The New Electric Company;2009;TV-Y;3 Seasons;['Family', 'Kids'];April 17, 2021;;"Plug in to the power of the Electric Company and follow the continuing adventures of four friends with unique ""literacy superpowers"" as they foil the mischievous efforts of some tricky neighborhood Pranksters."
Celebrity Best Home Cook;2021;1 Season;Genres:;['Cooking & Food', 'Lifestyle & Culture', 'Reality'];April 16, 2021;;Mary Berry, Dan Doherty and Chris Bavin search for the nation's best home cook.
Fly Like a Girl;2020;85 min;Genres:;['Documentaries'];April 16, 2021;;"Fly Like A Girl is more than just a film. It’s a movement of young girls and women relentlessly pursuing their passion for aviation. A field currently dominated by men.
Fly Like A Girl shows us that women are in charge of their own destiny."
Songbird;2021;PG-13;85 min;['Thriller'];April 16, 2021;;In the terrifying thriller SONGBIRD, the COVID-23 virus has mutated and the world is in its fourth year of lockdown.
Deep in Vogue;2019;TV-MA;63 min;['Documentaries', 'LGBTQ+'];April 15, 2021;;"""Deep in Vogue"" celebrates the colorful, queer, emotional and political stories of Northern Vogue and its people."
The State of Texas vs. Melissa;2020;102 min;Genres:;['Documentaries'];April 15, 2021;;Melissa Lucio was the first Hispanic woman sentenced to death in Texas. For ten years she has been awaiting her fate, and she now faces her last appeal.
Younger;2015;TV-14;7 Seasons;['Comedy', 'Drama', 'Romance'];April 15, 2021;7.7/10;40-year-old Liza (Sutton Foster) passes herself off as 26 to land a job in the field of her dreams. Now she just has to make sure no one discovers her secret. Also stars Hilary Duff, Debi Mazar, Nico Tortorella and Miriam Shor.
Knuckledust;2020;105 min;Genres:;['Action', 'Thriller'];April 10, 2021;;When Police kicks open the doors of the elite underground fight club Knuckledust, they find seven levels of hell, filled with the dead bodies of countless fighters, assassins and goons. Only one man, beaten up to a pulp, is still breathing : hard Eight.
My Hero Academia;2016;TV-14;5 Seasons;['Action', 'Anime', 'Comedy'];April 10, 2021;;Despite being born powerless into a super-powered world, Izuku refuses to give up on his dream of becoming a hero. He enrolls himself in a prestigious hero academy with a deadly entrance exam. To make the grade, he’ll have to put in some serious study time with the mightiest hero of all.
Everything's Gonna Be Okay;2020;2 Seasons;Genres:;['Comedy', 'Drama'];April 9, 2021; ;Australian twenty-something Nicholas is left to take care of his two American teenage half-sisters after the death of their father. Nicholas hasn’t been particularly present in his siblings’ lives, and now his sisters have to cope with not only a devastating loss but the reality that their neurotic, ill-equipped brother is all they have. But he tries! He tries so, so hard.
Quo Vadis, Aida?;2020;TV-MA;104 min;['Action', 'Adventure', 'Drama'];April 9, 2021;;Bosnia, July 1995. Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp.
Stars Fell on Alabama;2021;PG-13;103 min;['Comedy', 'Romance'];April 9, 2021;;Successful Hollywood agent Bryce Dixon is returning to Alabama for the first time in 15 years for his high school reunion.
The Bridge;2013;TV-MA;2 Seasons;['Crime', 'Drama'];April 9, 2021;;The Bridge is a crime thriller starring Diane Kruger, Demian Bichir, Matthew Lillard, Emily Rios, Thomas M. Wright and Ted Levine. When the body of a cartel member is found on US soil, Sonya Cross (Kruger) from El Paso PD and her Mexican counterpart, Marco Ruiz (Bichir), must work together to solve the case. Marco, still reeling from the death of his son, continues to deal with corrupt cops and the demands of the cartel. Sonya meets an unexpected man with connections to her past who threatens to come between her and her boss, Lieutenant Hank Wade (Levine). The case quickly pulls them all into a complex web of money laundering, police corruption, and the Juarez Drug War which infiltrates the suburban streets of El Paso. An FX Networks Original Series.
The Standard;2020;92 min;Genres:;['Documentaries'];April 9, 2021;;Veterans host an endurance event to connect with civilians and pay tribute to their Special Forces community. The 48-hour challenge is a chance for elite athletes to test their limits and the Cadre to bridge the military-civilian divide.
The World Ends with You: The Animation;2021;1 Season;Genres:;['Action', 'Anime', 'Thriller'];April 9, 2021;;Based on the hit game from Square Enix, Neku has died but doesn't remember what happened. He joins the Reaper's Game in The Underground, a contest for the dead to be brought back to life...and losers are erased from existence.
A Christmas Hero;2020;PG-13;86 min;['Drama'];April 8, 2021;;When a young disillusioned war vet, home from Afghanistan, sees nothing good in his life during Christmas a visit by his guardian angel shows him that his life really did make a difference.
Crock of Gold: A Few Rounds With Shane MacGowan;2020;130 min;Genres:;['Documentaries', 'Music'];April 8, 2021;;CROCK OF GOLD, the definitive documentary on musical icon Shane MacGowan, explores the wild, roving life of Ireland’s most beloved punk poet – from his youth through to the success of the Pogues and beyond, as told by Shane himself.
Ip Man: Kung Fu Master;2019;84 min;Genres:;['Action', 'Sports'];April 8, 2021;;Decades before becoming Bruce Lee’s legendary teacher, the young Ip Man, then a police captain in Foshan, is targeted by the vengeful daughter of a ruthless mobster, just as the Japanese army invades the region.
Girl;2020;90 min;Genres:;['Mystery', 'Thriller'];April 5, 2021;;A young woman (Bella Thorne) returns to her hometown to exact revenge on her abusive father. She soon finds herself prey to a sinister sheriff (Mickey Rourke) when she uncovers a family legacy more disturbing than she'd imagined.
Malika the Lion Queen;2021;;Genres:;['Documentaries', 'Science & Technology'];April 5, 2021;;The exhilarating and harrowing life of Malika, a lioness of a powerful pride in South Africa's Kruger National Park.
Megalobox;2018;TV-14;2 Seasons;['Action', 'Anime', 'Drama'];April 4, 2021;;The protagonist of the story is a young man with no origin and known only by his ring name: “JNK.DOG”. He survives by fighting in rigged, underground matches of a sport called Megalobox, a form of fighting utilizing powered exoskeletons. JD is bored, resigned and unfulfilled – until the day he encounters Yuri, the reigning champion of the official Megalobox sport.
The Masters;2008;;Genres:;['Sports'];April 4, 2021;;A tradition unlike any other. From Augusta National Golf Club in Augusta, Ga.
The Masters;2008;;Genres:;['Sports'];April 4, 2021;;A tradition unlike any other. From Augusta National Golf Club in Augusta, Ga.
Hysterical;2021;TV-MA;1 Season;['Comedy', 'Documentaries'];April 3, 2021;;Stand-up comedy had always been a male domain. Only a tiny handful of women have broken out of the brutal world of comedy clubs to become household names. After decades of fighting for a place in the spotlight, things have finally shifted. The feature documentary, “Hysterical,” journeys backstage and on the road with veteran comedians, rising stars and novices to discover how an intrepid group of boundary-breaking females are changing the game and exploring what it takes to become the voices of their generation and their gender. “Hysterical” takes an intimate look behind the velvet curtains and beer-soaked clubs of the comedy scene into the lives of the women shattering comedy’s glass ceiling with raucous laughter and perfectly timed punch lines in a post-#MeToo era.
